[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/js/lang.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/js/suggested-phrasebooks.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/icon.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/phrasebook-row.js → 200 (3ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/panes/content-pane-render.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/panes/content-pane-gestures.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/panes/content-pane-actions.js → 200 (3ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/js/preferences.js → 200 (3ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/panes/content-pane-load.js → 200 (3ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/node_modules/.vite/deps/dexie.js?v=0ce08df9 → 200 (?ms, -312B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/components/bottom-sheet.js → 200 (3ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/components/pane-header.js → 200 (3ms, ?B)
[2026-09-13T15:46:53.929Z] GET http://127.0.0.1:5173/src/js/tts.js → 200 (3ms, ?B)
[2026-09-13T15:46:53.930Z] GET http://127.0.0.1:5173/src/components/card.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.930Z] GET http://127.0.0.1:5173/src/js/lookup-api.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.930Z] GET http://127.0.0.1:5173/src/js/phrasebook-api.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.930Z] GET http://127.0.0.1:5173/src/icons/add-box.svg?import&raw → 200 (3ms, ?B)
